,timestamps,value,is_anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
0,1416722400.0,-104.190784098879,0,0,1,-105.190784098879,0.0,0.0,0.0
1,1416726000.0,533.74181704662,0,0,2,6.82213991549485,415.8,99.697096173491,9.42258095763406
2,1416729600.0,1023.16667268445,0,0,3,88.5479633135348,720.186725787139,192.6,18.8319835837789
3,1416733200.0,1118.78839741698,0,0,4,-17.4041826741084,831.6,272.377532113058,28.2150479780336
4,1416736800.0,1154.43309782031,0,0,5,58.0947354190093,720.186725787139,333.592985537766,37.558651076396
5,1416740400.0,915.176920699177,0,0,6,74.4525674075739,415.8,372.074628286549,46.8497250050545
6,1416744000.0,479.106860949313,0,0,7,30.8315855923214,1.01841627817094e-13,385.2,56.0752753569912
7,1416747600.0,31.4920542175563,0,0,8,1.99502656517179,-415.8,372.074628286549,65.2223993658352
8,1416751200.0,-269.610750856017,0,0,9,33.7046854418079,-720.186725787139,333.592985537766,74.2783039515479
9,1416754800.0,-428.41456515934,0,0,10,37.5775791149001,-831.6,272.377532113058,83.2303236127021
10,1416758400.0,-406.493141337078,0,0,11,18.02764630973,-720.186725787139,192.6,92.0659381403315
11,1416762000.0,-194.459424389006,0,0,12,8.87068930892809,-415.8,99.6970961734911,100.772790128575
12,1416765600.0,129.14703731757,0,0,13,6.80833505994552,-2.03683255634188e-13,4.7173394703156e-14,109.338702257625
13,1416769200.0,475.079166827146,0,0,14,27.2245686758252,415.8,-99.697096173491,117.751694324812
14,1416772800.0,626.468835045364,0,0,15,-42.117890741775,720.186725787139,-192.6,126.0
15,1416776400.0,695.502223624644,0,0,16,-13.7923275441633,831.6,-272.377532113058,134.072083281865
16,1416780000.0,510.766059194308,0,0,17,-34.784335687099,720.18672578714,-333.592985537766,141.956654632033
17,1416783600.0,227.012150731793,0,0,18,15.6440922538198,415.8,-372.074628286549,149.642686764522
18,1416787200.0,-197.445001864362,0,0,19,11.6355680672368,3.05524883451282e-13,-385.2,157.119430068401
