timestamp,value,is_anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1416722400.0,-70.0247667144076,0,0,2,-72.0247667144076,0.0,0.0,0.0
1416726000.0,501.214210407698,0,0,4,69.3282210319182,311.6,107.461667526567,8.82432184921285
1416729600.0,627.492347346584,0,0,6,-143.450986378274,539.707031638462,207.6,17.6363020863961
1416733200.0,661.061804193532,0,0,8,-290.152547715503,623.2,293.590735548655,26.4236163603807
1416736800.0,925.658549762077,0,0,10,-18.7962043452617,539.707031638462,359.573747651299,35.1739748175772
1416740400.0,500.699837643716,0,0,12,-267.827704721953,311.6,401.052403075221,43.8751392904478
1416744000.0,605.58693132569,0,0,14,123.871990912,7.63199885228631e-14,415.2,52.5149404136902
1416747600.0,8.88253893576993,0,0,16,-157.651158783646,-311.6,401.052403075221,61.0812946441949
1416751200.0,-118.408671957476,0,0,18,-25.8376091312863,-539.707031638462,359.573747651299,69.5622211609734
1416754800.0,-492.973539444396,0,0,20,-261.31013361447,-623.2,293.590735548655,77.9458586214194
1416758400.0,-351.284866090936,0,0,22,-127.398316202943,-539.707031638462,207.6,86.2204817504692
1416762000.0,-384.507010808404,0,0,24,-298.74319607443,-311.6,107.461667526567,94.3745177394589
1416765600.0,-265.588219048691,0,0,26,-393.984781480434,-1.52639977045726e-13,5.0847335100598104e-14,102.396562431744
1416769200.0,325.560361807087,0,0,28,-16.8533669387888,311.6,-107.461667526567,110.275396272443
1416772800.0,783.663325930306,0,0,30,303.556294291844,539.707031638462,-207.6,118.0
1416776400.0,337.554564875467,0,0,32,-149.614269633499,623.2,-293.590735548654,125.559570057619
1416780000.0,252.434343659588,0,0,34,-94.64247403059,539.707031638462,-359.573747651299,132.943533703015
1416783600.0,-152.564898584189,0,0,36,-239.254059304314,311.6,-401.052403075221,140.141563795346
1416787200.0,-333.482288931531,0,0,38,-103.425882170192,2.28959965568589e-13,-415.2,147.143593238661
1416790800.0,-756.526771714124,0,0,40,-237.81419770054,-311.6,-401.052403075221,153.939829061637
1416794400.0,-735.772170906271,0,0,42,-39.0121577304466,-539.707031638462,-359.573747651299,160.520766113937
1416798000.0,-876.810737796327,0,0,44,-170.897202607698,-623.2,-293.590735548655,166.877200360025
1416801600.0,-608.623459273721,0,0,46,-80.3166693870973,-539.707031638462,-207.6,173.000241751839
1416805200.0,25.3362077298338,0,0,48,217.516548594075,-311.600000000001,-107.461667526567,178.881326662327
1416808800.0,187.103943605886,0,0,50,-47.4082862565687,-3.05279954091452e-13,-1.01694670201196e-13,184.512229862455
1416812400.0,905.442734337601,0,0,52,244.4959907861,311.6,107.461667526567,189.885076024934
1416816000.0,981.305985514117,0,0,54,-14.9933968629201,539.707031638462,207.6,194.992350738575
1416819600.0,1154.53897903083,0,0,56,-18.0786675357009,623.2,293.590735548654,199.826911017875
1416823200.0,1176.23724311074,0,0,58,14.5744685278485,539.707031638463,359.573747651299,204.381995293128
1416826800.0,1246.10164321773,0,0,60,264.798007275423,311.6,401.052403075221,208.651232867088
1416830400.0,360.3657164188,0,0,62,-329.462936406173,1.48862552492855e-12,415.2,212.628652824971
1416834000.0,329.105531168117,0,0,64,-40.6555642924189,-311.599999999999,401.052403075221,216.308692385314
1416837600.0,94.301901045388,0,0,66,-11.2510196474817,-539.707031638462,359.573747651299,219.686204680032
1416841200.0,-182.330689411903,0,0,68,-143.477890913332,-623.2,293.590735548654,222.756465952775
1416844800.0,-137.933531999483,0,0,70,-101.34168252655,-539.707031638462,207.6,225.515182165529
1416848400.0,474.264116851982,0,0,72,378.443954321195,-311.6,107.461667526567,227.95849500422
1416852000.0,406.665108263226,0,0,74,102.582120988316,-4.57919931137178e-13,1.52542005301794e-13,230.08298727491
1416855600.0,554.672594533016,0,0,76,42.6485743765269,311.599999999999,-107.461667526566,231.885687683056
1416859200.0,679.609792862322,0,0,78,36.1386862347294,539.707031638462,-207.6,233.36407498913
1416862800.0,605.054754575993,0,0,80,-39.0705914101581,623.2,-293.590735548654,234.516081534805
1416866400.0,398.853643178667,0,0,82,-98.619736943255,539.707031638462,-359.573747651299,235.340096134759
1416870000.0,-48.8025361338247,0,0,84,-279.185099388668,311.600000000002,-401.052403075221,235.834966330062
1416873600.0,-179.167614843123,0,0,86,-85.9676148431231,5.34239919660041e-13,-415.2,236.0
