timestamps,value,is_anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1416722400.0,215.427954473116,0,0,-2,217.427954473116,0.0,0.0,0.0
1416726000.0,643.388206598273,0,0,-4,177.789604593829,303.5,148.562131888847,17.5364701155967
1416729600.0,519.112836312651,0,0,-6,-322.612997676537,525.677420097154,287.0,35.048413892033
1416733200.0,882.210680177278,0,0,-8,-175.179951516252,607.0,405.879292401078,52.5113392924514
1416736800.0,1181.74261533901,0,0,-10,99.0657906329651,525.677420097154,497.098581772268,69.9008228366258
1416740400.0,1109.24153972078,0,0,-12,176.107571671445,303.5,554.441424289925,87.1925437594069
1416744000.0,784.285194053477,0,0,-14,119.922876027965,7.43360607082443e-14,574.0,104.362318025511
1416747600.0,161.867182673188,0,0,-16,-194.460373769819,-303.5,554.441424289925,121.386132153082
1416751200.0,198.614212200472,0,0,-18,106.952873726644,-525.677420097154,497.098581772268,138.240176798714
1416754800.0,-22.5078822836054,0,0,-20,43.711945258343,-607.0,405.879292401078,154.900880056973
1416758400.0,-304.916765374413,0,0,-22,-215.584285705098,-525.677420097154,287.0,171.344940427839
1416762000.0,105.779567701379,0,0,-24,97.1680764065733,-303.5,148.562131888847,187.549359405958
1416765600.0,115.607892300042,0,0,-26,-61.8835813460928,-1.48672121416489e-13,7.02947262710581e-14,203.491473646135
1416769200.0,352.876724554319,0,0,-28,6.78986978310002,303.5,-148.562131888847,219.148986660066
1416772800.0,371.358000452157,0,0,-30,-71.8194196449975,525.677420097154,-287.0,234.5
1416776400.0,396.671156410825,0,0,-32,-21.9725950737897,607.0,-405.879292401078,249.523043885693
1416780000.0,273.233030528124,0,0,-34,14.4570849713979,525.677420097155,-497.098581772268,264.197107231839
1416783600.0,-135.195616860482,0,0,-36,-126.755859604529,303.5,-554.441424289925,278.501667033972
1416787200.0,-578.552975517802,0,0,-38,-258.969692589549,2.23008182124733e-13,-574.0,292.416717071746
1416790800.0,-784.287934618324,0,0,-40,-192.269306217838,-303.499999999999,-554.441424289925,305.922795889439
1416794400.0,-617.563536019902,0,0,-42,128.211451834959,-525.677420097154,-497.098581772268,319.001014014561
1416798000.0,-547.821232653638,0,0,-44,177.424979370949,-607.0,-405.879292401078,331.633080376491
1416801600.0,-391.415198800012,0,0,-46,123.460893408955,-525.677420097155,-287.0,343.801327888188
1416805200.0,-81.8241826366219,0,0,-48,62.7492110970088,-303.500000000001,-148.562131888847,355.488738155217
1416808800.0,314.155054882956,0,0,-50,-2.52391039454994,-2.97344242832977e-13,-1.40589452542116e-13,366.678965277506
1416812400.0,881.987252079855,0,0,-52,104.56876148044,303.5,148.562131888847,377.356358710567
1416816000.0,1191.87122647028,0,0,-54,45.6878212189197,525.677420097154,287.0,387.505985154202
1416819600.0,1518.40875189862,0,0,-56,164.415810059473,607.0,405.879292401078,397.113649438065
1416823200.0,1392.76282392696,0,0,-58,21.820907682633,525.677420097155,497.098581772268,406.165914374902
1416826800.0,1192.3229752652,0,0,-60,-20.2685685783864,303.5,554.441424289925,414.650119553662
1416830400.0,960.561398615429,0,0,-62,26.0069995691934,1.4499289050571698e-12,574.0,422.554399046235
