,timestamps,value,is_anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
0,1416722400.0,104.968623922612,0,0,-2,106.968623922612,0.0,0.0,0.0
1,1416726000.0,175.620799291065,0,0,-4,0.505141120884568,122.55,52.0226280656067,4.54303010457356
2,1416729600.0,283.991279426787,0,0,-6,-31.8512534115298,212.262826467566,100.5,9.07970637075055
3,1416733200.0,513.446104505063,0,0,-8,120.613957640015,245.1,142.128463018496,13.6036838465519
4,1416736800.0,379.859031703837,0,0,-10,-14.5835362648067,212.262826467566,174.071106160672,18.1086353404052
5,1416740400.0,386.990633932024,0,0,-12,59.7012825776276,122.55,194.151091084103,22.5882602702941
6,1416744000.0,272.808469625867,0,0,-14,58.7721761501751,3.00160930471016e-14,201.0,27.0362934756922
7,1416747600.0,67.5938603327387,0,0,-16,-19.4537447313204,-122.55,194.151091084103,31.4465139799563
8,1416751200.0,-45.5698417929734,0,0,-18,-25.1908751770046,-212.262826467566,174.071106160672,35.8127536909249
9,1416754800.0,23.313621103419,0,0,-20,106.15625205737,-245.1,142.128463018496,40.1289060275528
10,1416758400.0,-63.3214414626712,0,0,-22,26.0524505443777,-212.262826467566,100.5,44.388934460517
11,1416762000.0,-92.7562343188149,0,0,-24,-46.81574333927,-122.55,52.0226280656067,48.5868809548485
12,1416765600.0,27.9253856483124,0,0,-26,1.20851134552914,-6.00321860942033e-14,2.46154006628618e-14,52.7168743027833
13,1416769200.0,40.7353988923526,0,0,-28,-58.5651113772177,122.55,-52.0226280656067,56.773138335177
14,1416772800.0,14.9374148829217,0,0,-30,-127.575411584644,212.262826467566,-100.5,60.75
15,1416776400.0,105.490358331089,0,0,-32,-30.1230759470282,245.1,-142.128463018496,64.6418972966134
16,1416780000.0,105.174822951943,0,0,-34,32.5397155903189,212.262826467566,-174.071106160672,68.4433870547301
17,1416783600.0,50.4356863338996,0,0,-36,85.887624870822,122.55,-194.151091084103,72.1491525471805
18,1416787200.0,-131.240219382609,0,0,-38,32.005769691555,9.00482791413049e-14,-201.0,75.7540109258361
19,1416790800.0,-248.099697785026,0,0,-40,29.3484728287851,-122.55,-194.151091084103,79.2529204702917
20,1416794400.0,-309.728283953357,0,0,-42,35.9646610357142,-212.262826467566,-174.071106160672,82.6409876391667
