timestamp,value,is_anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1416722400.0,-5.33502540822867,0,0,0,-5.33502540822867,0.0,0.0,0.0
1416726000.0,112.445400213645,0,0,0,-0.369701685413669,80.4,28.7806778154003,3.63442408365885
1416729600.0,201.219667610356,0,0,0,-0.900982414782595,139.256884928538,55.6,7.26376509660044
1416733200.0,245.963070061903,0,0,0,-4.35015108328258,160.8,78.6302740679441,10.8829470772415
1416736800.0,253.920507733989,0,0,0,3.87468963229736,139.256884928538,96.3020249008296,14.4869082723242
1416740400.0,207.874765545166,0,0,0,1.99320544558644,80.4,107.410951883344,18.0706082162353
1416744000.0,125.27841193696,0,0,0,-7.55062284359381,1.96923205302894e-14,111.2,21.6290347805538
1416747600.0,53.0754553922362,0,0,0,0.9072923249267,-80.4,107.410951883344,25.157211183965
1416751200.0,-7.93543691561588,0,0,0,6.36922015935233,-139.256884928538,96.3020249008296,28.6502029527399
1416754800.0,-57.5663748143227,0,0,0,-7.49977370430905,-160.8,78.6302740679441,32.1031248220422
1416758400.0,-40.6946707208987,0,0,0,7.45106663922544,-139.256884928538,55.6,35.5111475684136
1416762000.0,-6.50010955844209,0,0,0,6.24970786227883,-80.4000000000001,28.7806778154003,38.8695047638788
1416765600.0,45.0058693055253,0,0,0,2.83236986329872,-3.9384641060578903e-14,1.36180724065186e-14,42.1734994422266
1416769200.0,90.5742943638303,0,0,0,-6.46353848891105,80.4,-28.7806778154003,45.4185106681416
1416772800.0,128.258149185406,0,0,0,-3.99873574313162,139.256884928538,-55.6,48.6
1416776400.0,144.589790596398,0,0,0,10.706546827051,160.8,-78.630274067944,51.7135178372907
1416780000.0,106.565094559844,0,0,0,8.85552488835174,139.256884928538,-96.3020249008296,54.7547096437841
1416783600.0,31.3197125805347,0,0,0,0.611342426134773,80.4,-107.410951883344,57.7193220377444
1416787200.0,-50.1902425613231,0,0,0,0.406548698007906,5.90769615908683e-14,-111.2,60.6032087406689
1416790800.0,-122.655333648323,0,0,0,1.75328185878783,-80.3999999999999,-107.410951883344,63.4023363762334
1416794400.0,-174.278690846884,0,0,0,-4.83257112885014,-139.256884928538,-96.3020249008296,66.1127901113334
1416798000.0,-174.635660472055,0,0,0,-3.9361655354433,-160.8,-78.6302740679441,68.7307791313324
1416801600.0,-128.449042360702,0,0,0,-4.84479937402342,-139.256884928538,-55.6000000000001,71.2526419418591
1416805200.0,-43.880817715174,0,0,0,-8.37499138951136,-80.4000000000002,-28.7806778154004,73.674851489738
1416808800.0,77.1070775110123,0,0,0,1.11305741511993,-7.876928212115783e-14,-2.7236144813037103e-14,75.9940200958925
