,timestamps,value,is_anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
0,1416722400.0,-144.099436116507,0,0,-3,-141.099436116507,0.0,0.0,0.0
1,1416726000.0,507.153143264832,0,0,-6,-155.991800588544,432.45,207.081117986527,29.6138258668499
2,1416729600.0,1042.48993475968,0,0,-9,-156.771671093928,749.025371733161,400.05,59.186234120448
3,1416733200.0,1678.15018821797,0,0,-12,170.818187516791,864.9,565.756135627357,88.6758650738198
4,1416736800.0,1443.35065840656,0,0,-15,-101.623113706059,749.025371733161,692.906925567929,118.04147481153
5,1416740400.0,1580.6524024363,0,0,-18,246.123155949393,432.45,772.837253613884,147.241992873028
6,1416744000.0,792.91624566368,0,0,-21,-162.420334029721,1.05919701658255e-13,800.1,176.236579693401
7,1416747600.0,438.467575188395,0,0,-24,-82.9043621466847,-432.45,772.837253613884,204.984683721196
8,1416751200.0,225.894077662126,0,0,-27,75.5664256939206,-749.025371733161,692.90692556793,233.446098133436
9,1416754800.0,-121.903680199015,0,0,-30,-54.340832894864,-864.9,565.756135627357,261.581017068492
10,1416758400.0,-59.4445848647874,0,0,-33,33.1806955701887,-749.025371733161,400.05,289.350091298185
11,1416762000.0,26.3511143559944,0,0,-36,-28.994486891767,-432.45,207.081117986527,316.714483261235
12,1416765600.0,128.152392561552,0,0,-39,-176.483528819554,-2.11839403316509e-13,9.79839903997797e-14,343.635921381106
13,1416769200.0,427.401550041643,0,0,-42,-126.044085564095,432.45,-207.081117986527,370.076753592265
14,1416772800.0,607.176193304499,0,0,-45,-92.7991784286614,749.025371733161,-400.05,396.0
15,1416776400.0,666.182760386233,0,0,-48,-6.33050858655682,864.9,-565.756135627356,421.369404600147
16,1416780000.0,331.45272417366,0,0,-51,-119.815207977961,749.025371733161,-692.906925567929,446.149485986389
17,1416783600.0,118.774742338654,0,0,-54,42.8564089783248,432.45,-772.837253613884,470.305586974213
18,1416787200.0,-363.899082361376,0,0,-57,-0.603005433493529,3.17759104974764e-13,-800.1,493.803923072117
19,1416790800.0,-946.46734665108,0,0,-60,-197.791722769469,-432.449999999999,-772.837253613884,516.611629732272
20,1416794400.0,-1040.7943683841,0,0,-63,-74.5588793975742,-749.025371733161,-692.906925567929,538.696808314568
21,1416798000.0,-1137.64843883024,0,0,-66,-201.020873902633,-864.9,-565.756135627357,560.028570699746
22,1416801600.0,-566.971451486536,0,0,-69,70.5268377574037,-749.025371733161,-400.05,580.577082489222
23,1416805200.0,22.3270728372546,0,0,-72,133.544586092585,-432.450000000001,-207.081117986527,600.313604731199
24,1416808800.0,397.911333896957,0,0,-75,-146.299200217722,-4.23678806633018e-13,-1.95967980799559e-13,619.210534114679
25,1416812400.0,1310.44026281015,0,0,-78,111.667703248418,432.450000000001,207.081117986527,637.241441575201
26,1416816000.0,1842.03499811663,0,0,-81,119.578517125197,749.025371733161,400.05,654.381109258268
27,1416819600.0,2038.82544269106,0,0,-84,21.5637412749052,864.9,565.756135627357,670.605565788801
28,1416823200.0,1980.65950358539,0,0,-87,-60.1649135129726,749.025371733161,692.906925567929,685.892119797275
29,1416826800.0,1847.79173909549,0,0,-90,32.2850938259603,432.45,772.837253613884,700.219391655651
30,1416830400.0,1404.8829207919,0,0,-93,-15.7844225868186,2.06596953868855e-12,800.1,713.567343378716
31,1416834000.0,854.439189388514,0,0,-96,-115.865370874392,-432.449999999999,772.837253613884,725.917306649021
32,1416837600.0,591.847230475983,0,0,-99,9.71366771500383,-749.02537173316,692.90692556793,737.25200892621
33,1416841200.0,596.183709118041,0,0,-102,249.771975886458,-864.9,565.756135627356,747.555597604227
34,1416844800.0,312.880988078096,0,0,-105,10.042697628633,-749.025371733161,400.05,756.813662182623
35,1416848400.0,553.616935415387,0,0,-108,121.972563007918,-432.45,207.081117986527,765.013254420942
36,1416852000.0,533.372231819765,0,0,-111,-127.770674628239,-6.35518209949527e-13,2.93951971199339e-13,772.142906448004
37,1416855600.0,724.616077117227,0,0,-114,-164.94545169701,432.449999999999,-207.081117986526,778.192646800764
38,1416859200.0,1075.9815189981,0,0,-117,60.8521328946414,749.02537173316,-400.049999999999,783.154014370302
39,1416862800.0,1001.44800731808,0,0,-120,35.2840727099926,864.9,-565.756135627356,787.020070235448
40,1416866400.0,664.09896648103,0,0,-123,-58.8048870516965,749.025371733161,-692.906925567929,789.785407367495
41,1416870000.0,92.7504728901907,0,0,-126,-232.308431688341,432.450000000003,-772.837253613883,791.446158192412
42,1416873600.0,-272.994342970892,0,0,-129,-135.894342970893,7.41437911607782e-13,-800.1,792.0
43,1416877200.0,-700.24207568726,0,0,-132,-154.400980265789,-432.449999999999,-772.837253613884,791.446158192412
44,1416880800.0,-756.380372433901,0,0,-135,30.7665174996943,-749.02537173316,-692.90692556793,789.785407367495
45,1416884400.0,-763.478659285798,0,0,-138,18.15740610611,-864.9,-565.756135627356,787.020070235448
46,1416888000.0,-288.381174901436,0,0,-141,218.540182461426,-749.025371733162,-400.050000000001,783.154014370302
47,1416891600.0,-75.4800202676289,0,0,-144,-70.1415490818659,-432.45,-207.081117986527,778.192646800764
48,1416895200.0,770.545177028711,0,0,-147,145.402270580708,-8.47357613266037e-13,-3.91935961599119e-13,772.142906448004
49,1416898800.0,1220.03275325484,0,0,-150,-34.5116191526239,432.449999999999,207.081117986526,765.013254420942
50,1416902400.0,1934.34199791539,0,0,-153,181.4529639996,749.025371733162,400.050000000001,756.813662182623
51,1416906000.0,2130.1729133456,0,0,-156,107.961180114014,864.9,565.756135627356,747.555597604227
52,1416909600.0,2077.95262126,0,0,-159,57.7683150326965,749.025371733161,692.906925567929,737.25200892621
53,1416913200.0,1902.19098329175,0,0,-162,132.986423028845,432.45,772.837253613883,725.917306649021
54,1416916800.0,1527.84213328855,0,0,-165,179.174789909832,9.53277314924291e-13,800.1,713.567343378716
55,1416920400.0,1033.34841507925,0,0,-168,160.741769809718,-432.450000000001,772.837253613883,700.219391655651
56,1416924000.0,586.537373250563,0,0,-171,127.763699618517,-749.02537173316,692.90692556793,685.892119797276
57,1416927600.0,152.853676161645,0,0,-174,-44.6080252545133,-864.9,565.756135627357,670.605565788801
58,1416931200.0,39.9082771351793,0,0,-177,-88.4974603899278,-749.025371733161,400.05,654.381109258268
59,1416934800.0,141.186916559134,0,0,-180,-90.6856430025946,-432.45,207.081117986527,637.241441575202
60,1416938400.0,527.065413027975,0,0,-183,90.8548789132977,-4.1319390773771e-12,1.91118305920304e-12,619.21053411468
61,1416942000.0,726.629426635833,0,0,-186,86.9469398911621,432.449999999999,-207.081117986526,600.313604731199
62,1416945600.0,856.028906483822,0,0,-189,115.476452261439,749.02537173316,-400.049999999999,580.577082489223
63,1416949200.0,699.905822491043,0,0,-192,32.7333874186538,864.9,-565.756135627357,560.028570699746
64,1416952800.0,402.875864411175,0,0,-195,3.06060993137343,749.025371733163,-692.906925567929,538.696808314568
65,1416956400.0,40.6577600621801,0,0,-198,62.4333839437909,432.450000000001,-772.837253613883,516.611629732272
66,1416960000.0,-446.608790262802,0,0,-201,60.6872866650834,-1.9076253425537498e-12,-800.1,493.803923072117
67,1416963600.0,-1013.10963994854,0,0,-204,-74.1279733088699,-432.449999999999,-772.837253613884,470.305586974213
68,1416967200.0,-1169.01455243215,0,0,-207,33.7682588825542,-749.025371733161,-692.906925567929,446.149485986389
69,1416970800.0,-1337.75315591662,0,0,-210,-118.466424889411,-864.9,-565.756135627358,421.369404600147
70,1416974400.0,-1000.01721147129,0,0,-213,-33.9418397381284,-749.025371733161,-400.05,396.0
71,1416978000.0,-670.691294311177,0,0,-216,-185.236929916918,-432.449999999998,-207.081117986526,370.076753592265
72,1416981600.0,-11.7866475517705,0,0,-219,-136.422568932875,-1.27103641989905e-12,-5.87903942398678e-13,343.635921381106
73,1416985200.0,538.784481539971,0,0,-222,-195.461119707784,432.449999999996,207.081117986525,316.714483261235
74,1416988800.0,1325.32214882138,0,0,-225,111.896685790037,749.02537173316,400.049999999999,289.350091298185
75,1416992400.0,1427.36449449312,0,0,-228,-36.8726582027313,864.9,565.756135627357,261.581017068492
76,1416996000.0,1393.70756335302,0,0,-231,-50.6708320815057,749.025371733163,692.906925567929,233.446098133436
77,1416999600.0,1083.18739990478,0,0,-234,-93.0845374302959,432.450000000001,772.837253613883,204.984683721197
78,1417003200.0,736.050049150223,0,0,-237,-3.28653054318214,4.44969818235186e-12,800.1,176.236579693401
79,1417006800.0,325.277954188832,0,0,-240,77.6487077019186,-432.449999999998,772.837253613884,147.241992873028
80,1417010400.0,-82.3703893630029,0,0,-243,98.7065819906987,-749.025371733161,692.906925567929,118.04147481153
81,1417014000.0,-589.051810150024,0,0,-246,-132.583810851202,-864.9,565.756135627358,88.6758650738199
82,1417017600.0,-645.414858871608,0,0,-249,-106.625721258895,-749.025371733164,400.050000000003,59.1862341204483
83,1417021200.0,-425.430525129139,0,0,-252,22.324531017483,-432.449999999998,207.081117986526,29.6138258668498
84,1417024800.0,-117.40375827547,0,0,-255,137.596241724531,-1.4828758232155598e-12,6.85887932798458e-13,9.69920264924704e-14
85,1417028400.0,-136.262263870551,0,0,-258,-74.0173200171751,432.450000000001,-207.081117986527,-29.6138258668499
86,1417032000.0,-28.8038303367433,0,0,-261,-57.5929679494562,749.02537173316,-400.049999999999,-59.1862341204478
87,1417035600.0,92.5652404013276,0,0,-264,146.097241102502,864.9,-565.756135627355,-88.6758650738197
88,1417039200.0,-393.598390795994,0,0,-267,-64.6753621496984,749.025371733163,-692.906925567929,-118.04147481153
89,1417042800.0,-721.555631018223,0,0,-270,36.0736154686874,432.450000000001,-772.837253613883,-147.241992873028
90,1417046400.0,-1296.9310088135,0,0,-273,-47.5944291200938,-1.48394653592073e-12,-800.1,-176.236579693401
91,1417050000.0,-1669.15532674842,0,0,-276,17.1166105866629,-432.449999999998,-772.837253613884,-204.984683721196
92,1417053600.0,-1822.36414553536,0,0,-279,132.014249899164,-749.025371733158,-692.906925567931,-233.446098133436
93,1417057200.0,-1953.06498333272,0,0,-282,21.1721693631324,-864.9,-565.756135627358,-261.581017068492
94,1417060800.0,-1719.23577942991,0,0,-285,4.18968360143258,-749.025371733161,-400.05,-289.350091298185
95,1417064400.0,-1461.14091710474,0,0,-288,-216.89531585698,-432.449999999998,-207.081117986526,-316.714483261235
96,1417068000.0,-456.797041395129,0,0,-291,177.83887998598,-1.69471522653207e-12,-7.83871923198238e-13,-343.635921381106
97,1417071600.0,82.5158238141708,0,0,-294,107.061459419916,432.449999999995,207.081117986525,-370.076753592265
98,1417075200.0,334.746458419901,0,0,-297,-121.328913313257,749.02537173316,400.049999999999,-396.0
99,1417078800.0,502.671094764709,0,0,-300,-206.615636262501,864.9,565.756135627357,-421.369404600147
100,1417082400.0,929.149426139346,0,0,-303,236.366614824645,749.02537173316,692.90692556793,-446.149485986389
101,1417086000.0,466.293800321468,0,0,-306,37.3121336817967,432.450000000001,772.837253613883,-470.305586974213
102,1417089600.0,-184.415430743129,0,0,-309,-181.711507671017,4.8733769889848795e-12,800.1,-493.803923072117
103,1417093200.0,-546.162149990732,0,0,-312,-57.9377738723462,-432.449999999998,772.837253613884,-516.611629732272
104,1417096800.0,-788.816822452081,0,0,-315,120.998432027719,-749.025371733161,692.906925567929,-538.696808314568
105,1417100400.0,-1073.80126168399,0,0,-318,103.371173388402,-864.9,565.756135627356,-560.028570699746
106,1417104000.0,-1365.06683255949,0,0,-321,-114.51437833711,-749.025371733161,400.05,-580.577082489222
107,1417107600.0,-1271.10566506339,0,0,-324,-121.42317831872,-432.450000000004,207.081117986529,-600.313604731199
108,1417111200.0,-1017.47359431563,0,0,-327,-71.263060200947,-1.9065546298485798e-12,8.818559135980179e-13,-619.210534114679
109,1417114800.0,-795.365240517783,0,0,-330,-53.4926809560526,432.449999999995,-207.081117986524,-637.241441575201
110,1417118400.0,-733.038939566874,0,0,-333,-94.6332020417677,749.025371733163,-400.050000000001,-654.381109258268
111,1417122000.0,-714.450666221783,0,0,-336,-6.98896480562579,864.9,-565.756135627357,-670.605565788801
112,1417125600.0,-895.239954147884,0,0,-339,73.5337194841571,749.025371733163,-692.906925567928,-685.892119797275
113,1417129200.0,-1185.39103063301,0,0,-342,197.215614636525,432.450000000001,-772.837253613883,-700.219391655651
114,1417132800.0,-1835.26678305724,0,0,-345,23.4005603214689,5.08521639230139e-12,-800.1,-713.567343378716
115,1417136400.0,-2483.09244901125,0,0,-348,-203.887888748347,-432.450000000003,-772.837253613883,-725.917306649021
116,1417140000.0,-2401.8284696146,0,0,-351,128.355836612702,-749.025371733161,-692.906925567929,-737.25200892621
117,1417143600.0,-2545.69365280265,0,0,-354,-13.4819195710653,-864.9,-565.756135627358,-747.555597604227
118,1417147200.0,-2295.57245520635,0,0,-357,-32.6834212905604,-749.025371733161,-400.05,-756.813662182623
119,1417150800.0,-1921.32150679043,0,0,-360,-156.77713438296,-432.450000000004,-207.081117986529,-765.013254420942
120,1417154400.0,-1268.90511992038,0,0,-363,-133.762213472363,-8.2638781547542e-12,-3.82236611840608e-12,-772.142906448004
121,1417158000.0,-290.471021769496,0,0,-366,214.190507044741,432.45,207.081117986527,-778.192646800764
122,1417161600.0,127.217798044078,0,0,-369,130.296440681221,749.025371733159,400.049999999999,-783.154014370302
123,1417165200.0,450.730092315015,0,0,-372,179.094026923108,864.9,565.756135627355,-787.020070235448
124,1417168800.0,365.864769345868,0,0,-375,88.7178794122705,749.025371733163,692.906925567928,-789.785407367495
125,1417172400.0,13.8139867302848,0,0,-378,-22.0271086911884,432.450000000001,772.837253613883,-791.446158192412
126,1417176000.0,-521.967303240968,0,0,-381,-149.067303240968,-8.48428325971207e-13,800.1,-792.0
127,1417179600.0,-872.440144729329,0,0,-384,-37.3812401507979,-432.450000000003,772.837253613883,-791.446158192412
128,1417183200.0,-1396.68263676288,0,0,-387,-163.778783230155,-749.025371733158,692.906925567931,-789.785407367495
129,1417186800.0,-1567.65124734662,0,0,-390,-91.4873127385317,-864.9,565.756135627358,-787.020070235448
130,1417190400.0,-1471.6822206136,0,0,-393,53.4471654898639,-749.025371733162,400.050000000001,-783.154014370302
131,1417194000.0,-1246.54465159119,0,0,-396,153.016877223044,-432.449999999999,207.081117986526,-778.192646800764
132,1417197600.0,-1322.99250796395,0,0,-399,-151.849601515945,3.81525068510751e-12,-1.7647023200106999e-12,-772.142906448004
133,1417201200.0,-842.300122606702,0,0,-402,99.34424980077,432.449999999995,-207.081117986524,-765.013254420942
134,1417204800.0,-983.856779812856,0,0,-405,-171.018489363393,749.025371733159,-400.049999999999,-756.813662182623
