timestamps,value,is_anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1416722400.0,34.2731879654668,0,0,0,34.2731879654668,0.0,0.0,0.0
1416726000.0,484.124259286912,0,0,0,-130.492451340147,459.0,136.397636769028,19.2190738580314
1416729600.0,1251.45611496949,0,0,0,154.533526191954,795.011320674115,263.5,38.4112681034221
1416733200.0,1233.5822417417,0,0,0,-114.612772660715,918.0,372.64527368531,57.5497407171002
1416736800.0,1327.20565801354,0,0,0,-0.808775269529567,795.011320674115,456.395387794399,76.6077248145537
1416740400.0,994.203189106286,0,0,0,-69.3982874297912,459.0,509.042910454339,95.5585660817381
1416744000.0,508.122266155951,0,0,0,-133.253493897595,1.12422576161727e-13,527.0,114.375760053546
1416747600.0,59.8673466754871,0,0,0,-123.208552961548,-459.0,509.042910454339,133.032989182696
1416751200.0,-191.55600174628,0,0,0,-4.4442285137693,-795.011320674114,456.395387794399,151.504159647205
1416754800.0,-281.420391695333,0,0,0,94.1708967744001,-918.0,372.645273685311,169.763437844956
1416758400.0,-141.80854513553,0,0,0,201.917489014257,-795.011320674115,263.5,187.785286524327
1416762000.0,-73.8956404270607,0,0,0,43.1622223035643,-459.0,136.397636769029,205.544500500347
1416765600.0,170.06159357906,0,0,0,-52.9546483273646,-2.24845152323454e-13,6.45388863150655e-14,223.016241906425
1416769200.0,244.693661148969,0,0,0,-318.084777014357,459.0,-136.397636769028,240.176074932354
1416772800.0,940.305597352979,0,0,0,151.794276678865,795.011320674114,-263.5,257.0
1416776400.0,544.522470736794,0,0,0,-274.296742906779,918.0,-372.64527368531,273.464487328883
1416780000.0,678.451381543323,0,0,0,50.2889388189055,795.011320674115,-456.395387794399,289.546509844702
1416783600.0,276.063697441284,0,0,0,20.8830325108436,459.0,-509.042910454339,305.22357538478
1416787200.0,91.648312414274,0,0,0,298.174554258885,3.37267728485181e-13,-527.0,320.473758155389
1416790800.0,-626.873961394136,0,0,0,5.89321966324824,-458.999999999999,-509.042910454339,335.275729396954
1416794400.0,-1077.85438043443,0,0,0,-176.056459180169,-795.011320674115,-456.395387794399,349.608787214253
1416798000.0,-1064.81625901295,0,0,0,-137.623870857528,-918.0,-372.645273685311,363.452885529885
1416801600.0,-617.70595517332,0,0,0,64.0167033802646,-795.011320674115,-263.5,376.788662120531
1416805200.0,-110.293569735054,0,0,0,95.5066013372131,-459.000000000001,-136.397636769029,389.597465696763
1416808800.0,436.25964052681,0,0,0,34.3982585382432,-4.49690304646908e-13,-1.29077772630131e-13,401.861381988567
1416812400.0,1003.0264083364,0,0,0,-5.93448723269885,459.000000000001,136.397636769029,413.563258800068
1416816000.0,1535.72591310096,0,0,0,52.527862428419,795.011320674115,263.5,424.686729998421
